 ,, ,,,,,,,,,
Seed ID,Task,Categories,Difficulty Vars,Rules,Duplicate,Source, Completion,Remark,,,
LPT-012,AlgoPuzzleVQA - Boolean Logic,Algorithmic Visual Reasoning,"Logic gate complexity, proposition count",Apply boolean logic reasoning on visual elements,,https://github.com/declare-lab/LLM-PuzzleTest,yichen,,,,
LPT-013,AlgoPuzzleVQA - Combinatorics,Algorithmic Visual Reasoning,"Combination/permutation scale, visual constraints",Solve combinatorial problems shown visually,,https://github.com/declare-lab/LLM-PuzzleTest,yichen,,,,
LPT-014,AlgoPuzzleVQA - Graphs,Algorithmic Visual Reasoning,"Graph size, edge density, path complexity","Perform graph-based reasoning (shortest path, connectivity, etc.) on visual graphs",,https://github.com/declare-lab/LLM-PuzzleTest,yichen,,,,
LPT-015,AlgoPuzzleVQA - Optimization,Algorithmic Visual Reasoning,"Constraint density, optimization objective",Solve optimization problems presented in visual form,,https://github.com/declare-lab/LLM-PuzzleTest,yichen,,,,
LPT-016,AlgoPuzzleVQA - Search,Algorithmic Visual Reasoning,"Search space size, visual state complexity","Apply search algorithms (BFS, DFS, etc.) on visual states",,https://github.com/declare-lab/LLM-PuzzleTest,yichen,,,,
LPT-017,AlgoPuzzleVQA - Sets,Algorithmic Visual Reasoning,"Set size, intersection/union complexity",Perform set operations on visually represented elements,,https://github.com/declare-lab/LLM-PuzzleTest,yichen,,,,
LPT-018,AlgoPuzzleVQA - Wheel of Fortune,Algorithmic Visual Reasoning,"Wheel complexity, reward structure","Solve the specific ""Wheel of Fortune"" algorithmic puzzle visually",,https://github.com/declare-lab/LLM-PuzzleTest,yichen,,,,
LPT-019,AlgoPuzzleVQA - Board Tile,Algorithmic Visual Reasoning,"Board size, tile movement rules","Solve the ""Board Tile"" sliding or placement puzzle",,https://github.com/declare-lab/LLM-PuzzleTest,yichen,,,,
,,,,,,,,,,,
,,,,,,,,,,,
RAVEN_center_single,Center Single,Abstraction / RPM,"num_rules, rule_types","A single central object follows progression, constant, or arithmetic rules.",,https://github.com/WellyZhang/RAVEN.git,yichen,,,,
RAVEN_distribute_four,Distribute Four (2x2),Spatial / RPM,"grid_layout, rule_pairing",Four objects in a 2x2 grid; each or pairs follow independent rules.,,https://github.com/WellyZhang/RAVEN.git,yichen,,,,
RAVEN_distribute_nine,Distribute Nine (3x3),Spatial / RPM,"num_objects, complexity",Nine objects in a 3x3 grid following complex relational rules.,,https://github.com/WellyZhang/RAVEN.git,yichen,,,,
RAVEN_in_center_single_out_center_single,Nested Center,Hierarchical Reasoning,"inner_rule, outer_rule",An inner object and an outer frame follow distinct logical rules.,,https://github.com/WellyZhang/RAVEN.git,yichen,,,,
RAVEN_up_down_in_center_single,Vertical Split,Spatial Logic,"position_bias, rule_sync","Objects split into top/bottom halves, governed by relational logic.",,https://github.com/WellyZhang/RAVEN.git,yichen,,,,
RAVEN_left_right_in_center_single,Horizontal Split,Spatial Logic,"alignment, rule_sync",Objects split into left/right halves; requires mirrored or sequential logic.,,https://github.com/WellyZhang/RAVEN.git,yichen,,,,
RAVEN_in_distribute_four_out_center_single,Composite Grid-Center,Compositional Reasoning,"component_density, layer_rules",A 2x2 grid of small objects nested inside a larger central container shape.,,https://github.com/WellyZhang/RAVEN.git,yichen,,,,
,,,,,,,,,,,
RP-001,Akari (Light Up),Logic Puzzle / Grid Puzzle,"Grid size, number of clues, black cell density",Place bulbs so every white cell is illuminated; numbers indicate how many bulbs are adjacent; no two bulbs light each other,,https://github.com/ricbit/puzzles,yichen,,,,
RP-002,Takuzu (Binero / 0hh1),Logic Puzzle / Grid Puzzle,"Grid size, initial cell count","Fill grid with 0s and 1s; equal number in each row/column, no more than two identical adjacent, all rows/columns unique",,https://github.com/ricbit/puzzles,yichen,,,,
RP-003,Star Battle,Logic Puzzle / Placement,"Grid size, star count per row/column/region","Place stars so each row, column and region has exact count; stars cannot touch even diagonally",,https://github.com/ricbit/puzzles,yichen,,,,
RP-004,Hashiwokakero (Bridges),Logic Puzzle / Connection,"Number of islands, bridge count clues","Connect islands with bridges; numbers show exact bridge count; bridges horizontal/vertical, no crossing, fully connected",,https://github.com/ricbit/puzzles,yichen,,,,
RP-005,Slitherlink,Logic Puzzle / Loop,"Grid size, clue values (0-3)",Draw a single closed loop; numbers indicate how many of the four edges are part of the loop,,https://github.com/ricbit/puzzles,yichen,,,,
RP-006,Nurikabe,Logic Puzzle / Shading,"Grid size, island count and sizes","Shade cells to form ""sea""; create islands of exact given size; no 2_2 shaded blocks; islands separated by sea",,https://github.com/ricbit/puzzles,yichen,,,,
RP-007,Sudoku Chaos (Irregular),Logic Puzzle / Sudoku Variant,"Grid size, irregular region complexity","Fill grid so each row, column and irregular region contains each number exactly once",,https://github.com/ricbit/puzzles,yichen,,,,
RP-008,Domino,Tiling Puzzle,Board size and shape,Tile the entire board with 1_2 or 2_1 dominos without overlaps or gaps,,https://github.com/ricbit/puzzles,yichen,,,,
RP-009,Suguru,Logic Puzzle / Number Placement,"Grid size, region size variety",Fill regions with numbers 1 to N (where N is region size); no adjacent cells (including diagonally) have the same number,,https://github.com/ricbit/puzzles,yichen,,,,
RP-010,Branches (Four Winds),Logic Puzzle / Path Growing,"Grid size, seed count and values",Grow branches horizontally/vertically from seeds; total length of each branch equals the seed number; cover every cell,,https://github.com/ricbit/puzzles,yichen,,,,
RP-011,Snail,Number Placement Puzzle,Grid size (N_N),Fill the grid in a spiral (snail) order from 1 to N虏 so each row and column contains unique numbers 1 to N,,https://github.com/ricbit/puzzles,yichen,,,,
RP-012,Torto (Reversed),Word Puzzle / Path,"Grid size (6_3), word list",Place words in the grid forming a non-crossing king-move path,,https://github.com/ricbit/puzzles,yichen,,,,
RP-013,Anacrostic,Word Puzzle,"Clue count, grid complexity",Solve the anacrostic puzzle using letter placement constraints,,https://github.com/ricbit/puzzles,yichen,,,,
RP-014,Duplex,Logic / Word Puzzle,"Grid size, duplex constraints",Solve Duplex puzzle using DLX solver,,https://github.com/ricbit/puzzles,yichen,,,,
RP-015,Jarrow,Logic Puzzle,"Grid size, jarrow-specific rules",Solve Jarrow puzzle using constraint solver,,https://github.com/ricbit/puzzles,yichen,,,,
RP-016,Wordcross,Word Puzzle,"Grid size, word list",Solve Wordcross puzzle with crossing word constraints,,https://github.com/ricbit/puzzles,yichen,,,,
RP-017,Wordsearch,Word Puzzle,"Grid size, word list",Find and mark all hidden words in the letter grid,,https://github.com/ricbit/puzzles,yichen,,,,
,,,,,,,,,,,
SP-001,Black Box,Logic / Deduction,"Grid size, number of hidden balls",Fire lasers from edges to deduce hidden ball positions via reflections and hits,,https://git.tartarus.org/simon/puzzles.git,yichen,,,,
SP-002,Bridges,Logic / Connection,"Grid size, number of islands, clue values",Connect islands with bridges; numbers show exact bridge count; no crossing,,https://git.tartarus.org/simon/puzzles.git,yichen,,,,
SP-003,Cube,Spatial / Rolling,"Polyhedron type, grid size",Roll cube/tetrahedron/etc. to collect all blue squares,,https://git.tartarus.org/simon/puzzles.git,yichen,,,,
SP-004,Dominosa,Tiling / Matching,"Grid size, domino set",Tile grid with dominos matching adjacent numbers,,https://git.tartarus.org/simon/puzzles.git,yichen,,,,
SP-005,Fifteen,Sliding Puzzle,"Grid size (usually 4x4), scramble level",Slide tiles to arrange numbers in sequential order,,https://git.tartarus.org/simon/puzzles.git,yichen,,,,
SP-006,Filling,Logic / Shading,"Grid size, region clues",Fill regions according to numeric clues,,https://git.tartarus.org/simon/puzzles.git,yichen,,,,
SP-007,Flip,Logic / Lights Out,Grid size,Flip tiles to turn all lights off,,https://git.tartarus.org/simon/puzzles.git,yichen,,,,
SP-008,Flood,Flood Fill / Coloring,"Grid size, number of colors",Flood fill to make the entire grid one color in minimum moves,,https://git.tartarus.org/simon/puzzles.git,yichen,,,,
SP-009,Galaxies,Logic / Symmetry,"Grid size, clue placement",Divide grid into rotationally symmetric regions around clues,,https://git.tartarus.org/simon/puzzles.git,yichen,,,,
SP-010,Guess,Deduction / Mastermind,"Code length, number of colors",Deduce hidden code using guess feedback,,https://git.tartarus.org/simon/puzzles.git,yichen,,,,
SP-011,Inertia,Movement / Pathfinding,"Grid size, obstacle layout",Move ball in straight lines until hitting a barrier,,https://git.tartarus.org/simon/puzzles.git,yichen,,,,
SP-012,Keen,Arithmetic / Grid,"Grid size, cage clues",Fill grid following cage arithmetic rules and no repeats in row/column,,https://git.tartarus.org/simon/puzzles.git,yichen,,,,
SP-013,Light Up,Logic / Illumination,"Grid size, black cell clues",Place bulbs to light all white cells; numbers show adjacent bulbs,,https://git.tartarus.org/simon/puzzles.git,yichen,,,,
SP-014,Loopy,Logic / Loop,"Grid size, clue values (0-3)",Draw a single closed loop; numbers indicate edge usage,,https://git.tartarus.org/simon/puzzles.git,yichen,,,,
SP-015,Magnets,Logic / Polarity,"Grid size, magnet clues",Place + and - magnets following attraction/repulsion and counts,,https://git.tartarus.org/simon/puzzles.git,yichen,,,,
SP-016,Map,Logic / Graph Coloring,"Grid size, number of colors",Color regions so no adjacent regions share the same color,,https://git.tartarus.org/simon/puzzles.git,yichen,,,,
SP-017,Mines,Logic / Deduction,"Grid size, mine count",Reveal safe cells using number clues (Minesweeper),,https://git.tartarus.org/simon/puzzles.git,yichen,,,,
SP-018,Mosaic,Logic / Shading,"Grid size, number clues",Shade cells so numbers indicate how many adjacent cells are shaded,,https://git.tartarus.org/simon/puzzles.git,yichen,,,,
SP-019,Net,Spatial / Folding,Grid size,Rotate tiles to form a valid cube net,,https://git.tartarus.org/simon/puzzles.git,yichen,,,,
SP-020,Netslide,Sliding + Spatial,Grid size,Slide rows and columns to form a valid cube net,,https://git.tartarus.org/simon/puzzles.git,yichen,,,,
SP-021,Pattern,Logic / Pattern Matching,Grid size,Fill or mark pattern according to rules,,https://git.tartarus.org/simon/puzzles.git,yichen,,,,
SP-022,Pearl,Logic / Loop,"Grid size, pearl clues",Draw a loop following black/white pearl rules,,https://git.tartarus.org/simon/puzzles.git,yichen,,,,
SP-023,Pegs,Peg Solitaire,Board size and shape,Jump pegs to remove them until one remains,,https://git.tartarus.org/simon/puzzles.git,yichen,,,,
SP-024,Range,Logic / Number Placement,Grid size,Place numbers following visibility and range rules,,https://git.tartarus.org/simon/puzzles.git,yichen,,,,
SP-025,Rectangles,Logic / Division,Grid size,Divide grid into rectangles containing exactly one number,,https://git.tartarus.org/simon/puzzles.git,yichen,,,,
SP-026,Same Game,Matching / Removal,"Grid size, color count",Remove groups of adjacent same-colored blocks,,https://git.tartarus.org/simon/puzzles.git,yichen,,,,
SP-027,Signpost,Path / Number Placement,Grid size,Create a path visiting all cells in numerical order,,https://git.tartarus.org/simon/puzzles.git,yichen,,,,
SP-028,Singles,Logic / Uniqueness,Grid size,Black out squares so no number repeats in row/column and no adjacent blacks,,https://git.tartarus.org/simon/puzzles.git,yichen,,,,
SP-029,Sixteen,Sliding Puzzle,Grid size,Slide tiles to arrange in order (variant of Fifteen),,https://git.tartarus.org/simon/puzzles.git,yichen,,,,
SP-030,Slant,Logic / Loop,"Grid size, clue values",Draw diagonals so no loops form and numbers are satisfied,,https://git.tartarus.org/simon/puzzles.git,yichen,,,,
SP-031,Solo,Logic / Sudoku,"Grid size, clue count","Fill grid so each row, column and region contains each number once",,https://git.tartarus.org/simon/puzzles.git,yichen,,,,
SP-032,Tents,Logic / Placement,"Grid size, tree clues",Place tents adjacent to trees; no two tents adjacent,,https://git.tartarus.org/simon/puzzles.git,yichen,,,,
SP-033,Towers,Logic / Visibility,"Grid size, visibility clues",Place towers so visibility clues from edges are satisfied,,https://git.tartarus.org/simon/puzzles.git,yichen,,,,
SP-034,Tracks,Logic / Path,"Grid size, clue placement",Draw railway tracks following clues,,https://git.tartarus.org/simon/puzzles.git,yichen,,,,
SP-035,Twiddle,Sliding / Rotation,Grid size,Rotate 2x2 blocks to arrange numbers in order,,https://git.tartarus.org/simon/puzzles.git,yichen,,,,
SP-036,Undead,Logic / Placement,"Grid size, mirror and monster clues","Place ghosts, vampires and zombies according to visibility clues",,https://git.tartarus.org/simon/puzzles.git,yichen,,,,
SP-037,Unequal,Logic / Inequality,Grid size,Fill grid with numbers following inequality signs,,https://git.tartarus.org/simon/puzzles.git,yichen,,,,
SP-038,Unruly,Logic / Binary,Grid size,Fill grid with black and white following no-three-in-a-row rules,,https://git.tartarus.org/simon/puzzles.git,yichen,,,,
SP-039,Untangle,Graph / Planar,Number of points,Move points so no lines cross,,https://git.tartarus.org/simon/puzzles.git,yichen,,,,
SP-040,Group,Logic / Group,"Grid size, group clues",Solve group-based placement puzzles,,https://git.tartarus.org/simon/puzzles.git,yichen,,,,
,,,,,,,,,,,
SVB-001,2D Rotation,Spatial Visualization,"Rotation angle steps, object complexity, distractors",Mentally rotate 2D shapes and match or identify the correct orientation,,https://github.com/wangst0181/SpatialViz-Bench.git,yichen,,,,
SVB-002,3D Rotation,Spatial Visualization,"Rotation axis & angle, 3D object complexity",Mentally rotate 3D objects and determine the resulting view,,https://github.com/wangst0181/SpatialViz-Bench.git,yichen,,,,
SVB-003,Three-View Projection,Spatial Visualization,"Object complexity, number of views","Understand and match orthographic three-view projections (front, top, side)",,https://github.com/wangst0181/SpatialViz-Bench.git,yichen,,,,
SVB-004,Paper Folding,Spatial Visualization,"Folding steps, pattern complexity",Mentally fold a 2D paper pattern and predict the resulting 3D shape or holes,,https://github.com/wangst0181/SpatialViz-Bench.git,yichen,,,,
SVB-005,Cube Unfolding,Spatial Visualization,"Net complexity, folding lines",Determine which 3D cube corresponds to a given 2D net (unfolding),,https://github.com/wangst0181/SpatialViz-Bench.git,yichen,,,,
SVB-006,Cube Reconstruction,Spatial Visualization,"Projection views count, cube size",Reconstruct 3D cube structure from given orthogonal projections,,https://github.com/wangst0181/SpatialViz-Bench.git,yichen,,,,
SVB-007,Cross Section,Spatial Visualization,"Cutting plane orientation, object shape",Predict the 2D cross-section when a 3D object is cut by a plane,,https://github.com/wangst0181/SpatialViz-Bench.git,yichen,,,,
SVB-008,Cube Counting,Spatial Visualization,"Structure size, number of hidden cubes, view count",Count the total number of cubes in a 3D structure from given views,,https://github.com/wangst0181/SpatialViz-Bench.git,yichen,,,,
SVB-009,Cube Assembly,Spatial Visualization,"Structure complexity, number of parts",Identify the correct complementary piece(s) to complete a cube assembly,,https://github.com/wangst0181/SpatialViz-Bench.git,yichen,,,,
SVB-010,Arrow Moving,Spatial Visualization + Mental Animation,"Grid size, movement steps, arrow count, rule complexity",Predict final position/orientation of arrow(s) after a sequence of movements,,https://github.com/wangst0181/SpatialViz-Bench.git,yichen,,,,
SVB-011,Block Moving,Spatial Visualization + Mental Animation,"Grid size, block count, movement constraints",Simulate block movements and predict final configuration,,https://github.com/wangst0181/SpatialViz-Bench.git,yichen,,,,
SVB-012,Mechanical System,Spatial Visualization + Mechanical Reasoning,"Mechanism complexity, number of components","Understand and predict behavior of mechanical systems (gears, linkages, etc.)",,https://github.com/wangst0181/SpatialViz-Bench.git,yichen,,,,
,,,,,,,,,,,
SRAN-001,Center,Abstract Visual Reasoning,"Number of objects, attribute variety, rule complexity",Identify the central object or pattern that follows the underlying rule in the matrix,,https://github.com/husheng12345/SRAN.git,yichen,,,,
SRAN-002,2x2 Grid,Abstract Visual Reasoning,"Grid size (2x2), transformation rules, distractors",Understand and apply relational rules in a 2_2 grid matrix,,https://github.com/husheng12345/SRAN.git,yichen,,,,
SRAN-003,3x3 Grid,Abstract Visual Reasoning,"Grid size (3x3), number of rules, pattern complexity",Infer and apply one or multiple rules across a 3_3 Raven Progressive Matrix,,https://github.com/husheng12345/SRAN.git,yichen,,,,
SRAN-004,Object Instance Color (O-IC),Abstract Visual Reasoning,"Object count, color attributes, rule stratification",Reason about object instances and their color transformations,,https://github.com/husheng12345/SRAN.git,yichen,,,,
SRAN-005,Object Instance Grouping (O-IG),Abstract Visual Reasoning,"Grouping complexity, object attributes",Understand grouping and relational rules among object instances,,https://github.com/husheng12345/SRAN.git,yichen,,,,
SRAN-006,Left-Right (L-R),Abstract Visual Reasoning,"Spatial layout, left-right relations, rule strength",Infer horizontal (left-right) spatial and relational rules,,https://github.com/husheng12345/SRAN.git,yichen,,,,
SRAN-007,Up-Down (U-D),Abstract Visual Reasoning,"Spatial layout, vertical relations, rule complexity",Infer vertical (up-down) spatial and relational rules,,https://github.com/husheng12345/SRAN.git,yichen,,,,
SRAN-008,I-RAVEN Overall,Abstract Visual Reasoning Benchmark,Overall difficulty across all configurations,Solve impartial Raven Progressive Matrices by identifying the missing image that completes the rule,,https://github.com/husheng12345/SRAN.git,yichen,,,,
SRAN-009,PGM,Abstract Visual Reasoning,"Problem scale, rule diversity",Solve Progressive Matrices from the PGM dataset,,https://github.com/husheng12345/SRAN.git,yichen,,,,
,,,,,,,,,,,
VisFactor-CF1,Hidden Figures Test,Visualization & Spatial,"Grid rows/cols, density",Identify if a specific geometric model is hidden within a complex pattern grid.,,https://github.com/CUHK-ARISE/VisFactor,yichen,,,,
VisFactor-CF2,Hidden Patterns Test,Visualization & Spatial,"Pattern density, total number",Determine if a single target pattern exists within various generated grid configurations.,,https://github.com/CUHK-ARISE/VisFactor,yichen,,,,
VisFactor-CF3,Copying Test,Visualization & Spatial,"Grid size, min/max steps",Reproduce a sequence of movements (walks) within a defined grid space.,,https://github.com/CUHK-ARISE/VisFactor,yichen,,,,
VisFactor-CS1,Gestalt Completion Test,Perceptual & Closure,Masking severity,Identify the original object from a partially masked or fragmented image.,,https://github.com/CUHK-ARISE/VisFactor,yichen,,,,
VisFactor-CS2,Concealed Words Test,Perceptual & Closure,"Word length, masking severity",Recognize and identify words that have been partially obscured or distorted.,,https://github.com/CUHK-ARISE/VisFactor,yichen,,,,
VisFactor-CS3,Snowy Pictures,Perceptual & Closure,Noise severity,Identify objects hidden within high-density visual noise (snowy effect).,,https://github.com/CUHK-ARISE/VisFactor,yichen,,,,
VisFactor-MA1,Figure-Number Test,Memory,Memory capacity (object count),Match numbers or labels to specific geometric figures after visual exposure.,,https://github.com/CUHK-ARISE/VisFactor,yichen,,,,
VisFactor-S1,Card Rotations Test,Visualization & Spatial,Number of vertices,Determine if rotated 2D polygons are the same as or mirror images of the original.,,https://github.com/CUHK-ARISE/VisFactor,yichen,,,,
VisFactor-S2,Cube Comparisons Test,Visualization & Spatial,Total comparison pairs,Compare two cubes with different faces to see if they can be the same cube.,,https://github.com/CUHK-ARISE/VisFactor,yichen,,,,
VisFactor-SS3,Map Planning Test,Reasoning,"Grid size, blocked ratio, building count",Find valid paths between points on a map while avoiding blocked segments.,,https://github.com/CUHK-ARISE/VisFactor,yichen,,,,
VisFactor-VZ1,Form Board Test,Visualization & Spatial,Model complexity (edges/nodes),Select which smaller shapes can be combined to form a specific larger target shape.,,https://github.com/CUHK-ARISE/VisFactor,yichen,,,,
VisFactor-VZ2,Paper Folding Test,Visualization & Spatial,"Number of folds (n), min/max steps",Predict the pattern of holes on a piece of paper after it has been folded and punched.,,https://github.com/CUHK-ARISE/VisFactor,yichen,,,,
,,,,,,,,,,,
,,,,,,,,,,,
VGRP-001,Aquarium,Visual Grid Reasoning Puzzle,"Grid size, water level clues, row/column constraints",Fill aquariums with water from the bottom up to the specified level indicated by side numbers,,https://github.com/ryf1123/VGRP-Bench.git,yichen,,,,
VGRP-002,Battle Ships,Visual Grid Reasoning Puzzle,"Grid size, ship sizes, row/column ship counts",Place a fleet of ships according to row and column hints; ships cannot touch each other even diagonally,,https://github.com/ryf1123/VGRP-Bench.git,yichen,,,,
VGRP-003,Binairo (Takuzu),Visual Grid Reasoning Puzzle,"Grid size, initial cell density, balance rules","Fill the grid with black and white cells; no more than two identical adjacent cells, equal number per row/column, all rows/columns unique",,https://github.com/ryf1123/VGRP-Bench.git,yichen,,,,
VGRP-004,Colored Sudoku,Visual Grid Reasoning Puzzle,"Grid size, color constraints, clue density",Solve Sudoku while satisfying additional color-based constraints,,https://github.com/ryf1123/VGRP-Bench.git,yichen,,,,
VGRP-005,Field Explorer,Visual Grid Reasoning Puzzle,"Grid size, exploration clues",Explore and mark the grid following specific field exploration rules,,https://github.com/ryf1123/VGRP-Bench.git,yichen,,,,
VGRP-006,Futoshiki,Visual Grid Reasoning Puzzle,"Grid size, inequality signs",Fill the grid with numbers following inequality constraints between adjacent cells,,https://github.com/ryf1123/VGRP-Bench.git,yichen,,,,
VGRP-007,Hitori,Visual Grid Reasoning Puzzle,"Grid size, number distribution","Black out cells so no number repeats in any row or column, and black cells are not adjacent",,https://github.com/ryf1123/VGRP-Bench.git,yichen,,,,
VGRP-008,Jigsaw Sudoku,Visual Grid Reasoning Puzzle,"Grid size, irregular region shapes",Solve Sudoku with irregularly shaped regions instead of standard 3x3 boxes,,https://github.com/ryf1123/VGRP-Bench.git,yichen,,,,
VGRP-009,Kakurasu,Visual Grid Reasoning Puzzle,"Grid size, row/column sum clues",Shade cells so the sum of shaded numbers in each row/column matches the clues,,https://github.com/ryf1123/VGRP-Bench.git,yichen,,,,
VGRP-010,Kakuro,Visual Grid Reasoning Puzzle,"Grid size, sum clues",Fill digits so each run sums to the given clue; no repeated digits in any run,,https://github.com/ryf1123/VGRP-Bench.git,yichen,,,,
VGRP-011,Killer Sudoku,Visual Grid Reasoning Puzzle,"Grid size, cage count and sum clues",Solve Sudoku while satisfying the sum constraints of each cage,,https://github.com/ryf1123/VGRP-Bench.git,yichen,,,,
VGRP-012,Light Up (Akari),Visual Grid Reasoning Puzzle,"Grid size, black cell clues",Place bulbs to illuminate all white cells; numbers indicate adjacent bulbs; no two bulbs light each other,,https://github.com/ryf1123/VGRP-Bench.git,yichen,,,,
VGRP-013,Nonogram (Picross),Visual Grid Reasoning Puzzle,"Grid size, row and column clue sequences",Fill cells according to the numbers describing consecutive filled blocks in each row and column,,https://github.com/ryf1123/VGRP-Bench.git,yichen,,,,
VGRP-014,Odd-Even Sudoku,Visual Grid Reasoning Puzzle,"Grid size, odd/even constraints",Solve Sudoku with additional odd/even constraints on certain cells,,https://github.com/ryf1123/VGRP-Bench.git,yichen,,,,
VGRP-015,Renzoku (Neighbors),Visual Grid Reasoning Puzzle,"Grid size, consecutive number rules",Fill the grid so adjacent cells differ by exactly 1,,https://github.com/ryf1123/VGRP-Bench.git,yichen,,,,
VGRP-016,Skyscraper,Visual Grid Reasoning Puzzle,"Grid size, visibility clues from edges",Place buildings so the number of visible buildings from each edge matches the clues,,https://github.com/ryf1123/VGRP-Bench.git,yichen,,,,
VGRP-017,Star Battle,Visual Grid Reasoning Puzzle,"Grid size, star count per row/column/region","Place stars so each row, column, and region has the exact number; stars cannot touch even diagonally",,https://github.com/ryf1123/VGRP-Bench.git,yichen,,,,
VGRP-018,Sudoku,Visual Grid Reasoning Puzzle,"Grid size (9x9), clue count","Fill the grid so each row, column, and 3x3 box contains 1-9 exactly once",,https://github.com/ryf1123/VGRP-Bench.git,yichen,,,,
VGRP-019,Thermometers,Visual Grid Reasoning Puzzle,"Grid size, thermometer clues",Fill thermometers from the bottom up to the indicated temperature level,,https://github.com/ryf1123/VGRP-Bench.git,yichen,,,,
VGRP-020,Trees and Tents,Visual Grid Reasoning Puzzle,"Grid size, tree count, row/column tent counts",Place tents adjacent to trees; no two tents adjacent; numbers show how many tents per row/column,,https://github.com/ryf1123/VGRP-Bench.git,yichen,,,,
,,,,,,,,,,,
,,,,,,,,,,,
ZB-001,Classic Zebra Puzzle,Logic Grid Puzzle,"Number of houses (3-5), number of attributes, clue density","Assign each attribute to exactly one house using clues such as ""same house"", ""directly left"", ""one house between"", etc.",,https://github.com/tuchandra/zebra.git,yichen,,,,
ZB-002,Mythical Traptors,Logic Grid Puzzle (Themed),"Number of houses, number of traptor types, clue complexity",Assign different mythical traptor types to houses following logical clues,,https://github.com/tuchandra/zebra.git,yichen,,,,
ZB-003,Tropical Traptors,Logic Grid Puzzle (Themed),"Number of houses, traptor variety, clue count",Solve assignment of tropical traptor variants using constraint clues,,https://github.com/tuchandra/zebra.git,yichen,,,,
ZB-004,Traptors + Smoothies,Logic Grid Puzzle (Multi-attribute),"Number of houses, number of attributes (traptors + smoothies), clue density",Assign both traptor types and smoothie flavors to houses following mixed clues,,https://github.com/tuchandra/zebra.git,yichen,,,,
ZB-005,Traptors + Bottlecaps,Logic Grid Puzzle (Multi-attribute),"Number of houses, number of attributes (traptors + bottlecaps)",Assign traptor types and bottlecap colors to houses using logical constraints,,https://github.com/tuchandra/zebra.git,yichen,,,,
ZB-006,Full Multi-Attribute Zebra,Logic Grid Puzzle (Multi-attribute),"Number of houses (3-5), total attributes (3+ categories), clue complexity","Solve complex zebra puzzles with multiple attribute categories (traptors, smoothies, bottlecaps, etc.)",,https://github.com/tuchandra/zebra.git,yichen,,,,
